Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
"Big Data, Data Analyst",Hive| Business Intelligence| Microsoft SQL Server| Hadoop| SQL| HBase| Tableau| Big Data| Data Warehouse| PostgreSQL| Data Analysis| Shell Scripting| Python,ExcelaCom,11,3,28,CO,,
Sr. Risk Data Analyst,Data Mining| Machine Learning| Data Analysis| R| Python| SQL,Bill.com,11,3.799999952,30,CA,,
Product Analytics Principal Manager,R| SQL| Confluence| Design Experience| Python,Atlassian,11,4.5,28,CA,"Less than 10,000",Internet and Software
Data Analyst,Data Mining,Lubbock Heart & Surgical Hospital,12,4.400000095,7,TX,,Health Care
Data Analyst,Python,Sigma Space,12,4,18,MD,,
Data Analyst (Junior),Microsoft Powerpoint| Microsoft Word| Visio,Arc Aspicio,12,3.299999952,30,DC,"Less than 10,000",Consulting and Business Services
Marketing Data Analyst,Business Intelligence| Microsoft Powerpoint| Marketing Automation| Marketing| Omniture| SQL| Tableau| Marketo| Visio| Doubleclick| Multichannel Marketing,Rauxa,12,3.5,12,NY,,
Marketing Data Analyst,Business Intelligence| Microsoft Powerpoint| Marketing Automation| Marketing| Omniture| SQL| Tableau| Marketo| Visio| Doubleclick| Multichannel Marketing,Rauxa,12,3.5,27,CA,,
Data Analyst,Python| SQL,Chime,12,3.299999952,13,CA,,
Senior Data Analyst,Business Intelligence| Python| SQL| Tableau,Harry's,12,4.199999809,19,NY,,
Data Analyst,Visual Basic| Power BI| Excel| SQL| Tableau| Data Analysis,CORTEK,12,4.199999809,20,MD,,
Data Analytics Analyst,Data Mining| SAS| Oracle| SQL,ARC Solutions USA,12,3.099999905,30,NJ,"Less than 10,000",Internet and Software
Data Analyst/Project Manager,Project Management| WordPress| Leadership Experience| PHP,momofuku,12,4.300000191,19,NY,,
Data Science & Analytics,Survey Design| Performance Marketing,Publicis.Sapient,12,3.799999952,30,TX,,
Head of Analytics,Machine Learning| R| Python| Sentiment Analytics,Harry's,12,4.199999809,30,NY,,
Senior Data Analyst,Microsoft Powerpoint| SQL,Encompass Community Services,13,3.200000048,30,CA,,
Data Analyst,ERP Systems| Microsoft Powerpoint| Oracle| Microsoft Office| Visio| Process Management,Knorr-Bremse North America,13,1.899999976,29,OH,,
Data Analyst,ERP Systems| Microsoft Powerpoint| Oracle| Microsoft Office| Visio| Process Management,Knorr-Bremse North America,13,1.899999976,29,OH,,
Employee Benefits Data Analyst,,AssuredPartners,13,2.799999952,30,WA,,Insurance
IDEO U and OpenIDEO - Data Analyst (Contract),Survey Design| Analysis Skills| SPSS| R| MATLAB| SAS| Python| SQL,IDEO,13,4.099999905,30,CA,,
Senior Data Analyst,Accounting| Data Mining| SQL,RK,13,3.200000048,30,CO,"Less than 10,000",Construction
CL Data Analyst II,Hyperion| R| SAS| SQL| Tableau,Arbella Insurance Group,13,3.799999952,14,MA,,Insurance
Sr. Data Analyst,Business Intelligence| Microsoft SQL Server| SAP| Oracle| SAS| SQL| Microsoft Office| Tableau| Alteryx,"PJM Interconnection, LLC",13,4.5,4,PA,,
Data Analyst and Video Logistics Specialist,Machine Learning| Microsoft Powerpoint,Alarm.com,13,4.400000095,30,VA,"Less than 10,000",Consumer Goods and Services
"Managing Director, Automotive Analytics",Analysis Skills,J.D. Power,13,3.299999952,14,VA,,
Data Analyst,,London Stock Exchange Group,14,4.099999905,30,NC,,
Research & Data Analyst (Long Term Temporary),Qualitative Research| Excel| Tableau| STATA,King County Housing Authority,14,4,25,WA,,Government
Data Analyst,Microsoft SQL Server| SQL| Microsoft Access| REST,Alegeus Technologies,14,3.099999905,30,FL,,
Data Analyst,Microsoft SQL Server| SQL| Microsoft Access| REST,Alegeus Technologies,14,3.099999905,28,MA,,
Index Data Analyst,Time Management,London Stock Exchange Group,14,4.099999905,30,NY,,
Healthcare Data Analyst,Excel,Alnylam,14,4.599999905,30,MA,,
Data Analyst,Excel,CompuGain,14,4.099999905,4,CT,,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,CA,,
Data Analyst,Salesforce CRM| Data Mining| Project Management| Microsoft Office| SQL| Tableau| Audits,Qualys,14,3.900000095,30,CA,"Less than 10,000",Computers and Electronics
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,GA,,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,IL,,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,NY,,
Salesforce Data Analyst,XML| SQL| Microsoft Office| Data Warehouse| Data Analysis,Acumen Solutions,14,3.700000048,15,VA,,
Intelligence Data Analyst,Machine Learning| R| Python,Intelligent Waves Llc,14,4.099999905,30,VA,"Less than 10,000",Aerospace and Defense
Senior Data Analyst,Business Intelligence| R| SQL| Data Warehouse| Python| PHP,WP Engine,14,4.199999809,27,TX,"Less than 10,000",Internet and Software
Senior Data Analyst,Business Intelligence| R| SQL| Data Warehouse| Python| PHP,WP Engine,14,4.199999809,27,TX,"Less than 10,000",Internet and Software
Sr. Data Analyst,Data Mining| Machine Learning| R| SQL| Tableau| S3| Data Analysis| Python| AWS,Fender,14,2.900000095,7,CA,,
Director of Business Intelligence and Analytics,Pentaho| Project Management| Management Experience| Business Analysis| IT Experience| SQL| Tableau,Wycliffe Bible Translators,14,4.400000095,9,FL,,
Data Analyst,,XLA,15,3.099999905,5,USA,,
Data Analyst - Predictive Modeler,MySQL| Data Mining| Machine Learning| R| SAS| Python| Tableau,Zeta Global,15,3,3,TN,,
Data Analyst,FTP| Telecommunication| Project Management| SQL| Excel,Calero Software,15,3.099999905,30,NY,,
Data Analyst - Predictive Modeler,MySQL| Data Mining| Machine Learning| R| SAS| Python| Tableau,Zeta Global,15,3,3,CA,,
Data Analyst - Predictive Modeler,MySQL| Data Mining| Machine Learning| R| SAS| Python| Tableau,Zeta Global,15,3,3,CA,,
Institutional Research Data Analyst,Qualtrics| Power BI| SPSS| Data Mining| SAS,Life Chiropractic College West,15,3,2,CA,,Education and Schools
"Data Analyst, Analytics",Pig| Hive| Microsoft SQL Server| R| Perl| SQL| Apache| SDLC| SAS| Oracle| HBase| Teradata| Java| .Net| Cassandra| MongoDB| NoSQL| Python,CapTech Consulting,15,4.5,30,VA,"Less than 10,000",Consulting and Business Services
Smart Trials Data Analyst,Oracle,"Foundation Medicine, Inc.",15,3.799999952,8,MA,,
"Big Data Architect, Analytics",Pig| Hive| Hadoop| Perl| SDLC| HBase| SQL| Apache| Big Data| Java| Cassandra| MongoDB| NoSQL| Python,CapTech Consulting,15,4.5,29,VA,"Less than 10,000",Consulting and Business Services
"Sr. Director, Digital Marketing Analytics",Performance Marketing| Marketing| Marketing Mix Modeling,Performics,15,3.799999952,30,IL,,
Data Analyst,Tableau,Ace Technologies,16,4.099999905,1,FL,,Internet and Software
Data Analyst,Tableau,Ace Technologies,16,4.099999905,2,FL,,Internet and Software
Data Analyst,Tableau,Ace Technologies,16,4.099999905,4,FL,,Internet and Software
Data Analyst,,Ace Technologies,16,4.099999905,2,MA,,Internet and Software
Data Analyst,,Ace Technologies,16,4.099999905,5,MA,,Internet and Software
Data Analyst,Perl,Ace Technologies,16,4.099999905,5,NC,,Internet and Software
Data Analyst,,Ace Technologies,16,4.099999905,6,MA,,Internet and Software
Data Analyst,,Ace Technologies,16,4.099999905,7,MA,,Internet and Software
Data Analyst,Data Mining,Ace Technologies,16,4.099999905,11,MO,,Internet and Software
Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| SAS| SQL| Tableau,Buxton,16,2.900000095,30,TX,"Less than 10,000",Consulting and Business Services
Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| SAS| SQL| Tableau,Buxton,16,2.900000095,30,TX,"Less than 10,000",Consulting and Business Services
Planning Data Analyst 1,ERP Systems| Oracle| SQL| Excel| Microsoft Office| Microsoft Access| Analysis Skills,D&K Engineering,16,3.799999952,8,CA,,
ETL Data Analyst,Microsoft SQL Server| Scripting| Marketing| Oracle| SQL| Teradata| Email Marketing| Data Warehouse| Informatica| Shell Scripting,Targetbase,16,3,5,TX,,
ETL Data Analyst,Microsoft SQL Server| Scripting| Marketing| Oracle| SQL| Teradata| Email Marketing| Data Warehouse| Informatica| Shell Scripting,Targetbase,16,3,6,TX,,
Data Analyst,R| Python| SQL| Tableau,Everything But The House (EBTH),16,2.299999952,27,OH,,
Marketing Data Analyst,Marketing,Benchmark Education Company,16,2.900000095,30,NY,,
Data Analyst,Excel,Ace Technologies,16,4.099999905,1,DC,,Internet and Software
Data Analyst,Oracle| SQL,Ace Technologies,16,4.099999905,1,CO,,Internet and Software
Data Analyst,Alteryx| R| Business Analysis| Python| SQL| Tableau,Ace Technologies,16,4.099999905,2,CA,,Internet and Software
Data Analyst,Oracle| SQL,Ace Technologies,16,4.099999905,1,CO,,Internet and Software
Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Oracle| SQL| Microsoft Office| Microsoft Word| Data Warehouse| Informatica,Ace Technologies,16,4.099999905,1,FL,,Internet and Software
Data Analyst,Python| SQL| Tableau,Ace Technologies,16,4.099999905,5,CA,,Internet and Software
Data Analyst,Alteryx| R| Business Analysis| Python| SQL| Tableau,Ace Technologies,16,4.099999905,7,CA,,Internet and Software
Data Analyst,Alteryx| Data Mining| Power BI| Oracle| SQL| Tableau,Ace Technologies,16,4.099999905,8,NY,,Internet and Software
Data Analyst,Alteryx| Data Mining| Power BI| Oracle| SQL| Tableau,Ace Technologies,16,4.099999905,9,NY,,Internet and Software
Data Analyst,Data Mining,Ace Technologies,16,4.099999905,7,MO,,Internet and Software
Data Analyst,SQL,Ace Technologies,16,4.099999905,6,IA,,Internet and Software
Data Analyst,Data Mining,Ace Technologies,16,4.099999905,12,MO,,Internet and Software
Data Analyst,SQL,Ace Technologies,16,4.099999905,7,IA,,Internet and Software
Data Analyst,Microsoft SQL Server| Data Mining| Microsoft Powerpoint| Power BI| SDLC| SQL| Microsoft Office| Visio| Data Analysis,Ace Technologies,16,4.099999905,1,MO,,Internet and Software
Data Analyst,Time Management| Microsoft Powerpoint| Informatica| Teradata,Ace Technologies,16,4.099999905,12,NY,,Internet and Software
Data Analyst,Microsoft SQL Server| XML| SQL,Ace Technologies,16,4.099999905,11,IA,,Internet and Software
Data Analyst,Business Intelligence| Microsoft SQL Server| PowerShell| Power BI| Azure| SDLC| SQL| JSON| Tableau| SharePoint| Confluence| Quality Management| Jira,Ace Technologies,16,4.099999905,7,IL,,Internet and Software
Data Analyst,Business Intelligence| Microsoft SQL Server| Power BI| Azure| R| SQL| Tableau| Python,Barings,16,4.099999905,19,NC,,
Data Analyst,JavaScript| Hive| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Big Data| Predictive Analytics| Python,Glu Mobile,16,3.200000048,30,CA,,
Data Analyst,Java| Spark| Machine Learning| Hadoop| Python| Jenkins| SQL,Ace Technologies,16,4.099999905,8,CO,,Internet and Software
Data Analyst,JavaScript| Hive| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Predictive Analytics| Python,Glu Mobile,16,3.200000048,30,CA,,
Senior Data Analyst,JavaScript| Machine Learning| Hadoop| R| Perl| SAS| SQL| Tableau| Big Data| Predictive Analytics| Python,Glu Mobile,16,3.200000048,30,CA,,
Epic Clarity Data Analyst Architect,Epic Certification| Epic| SQL,Engage Partners,16,3.799999952,30,MD,,
"Director, Marketing Analytics",Data Mining| R| SAS,Targetbase,16,3,14,NC,,
Data Analyst,SQL,First National Bank of America,17,3.700000048,15,MI,,Banks and Financial Services
Data Analyst,Excel| SQL,Gaylord Specialty Healthcare,17,4,30,CT,,Health Care
CMMS Data Analyst,Microsoft Office,Inframark,17,2.700000048,13,PA,"Less than 10,000",Energy and Utilities
Health Data Analyst,SAS,TISTA Science and Technology Corporation,17,3.599999905,19,MD,"Less than 10,000",Consulting and Business Services
CCPM Data Analyst,Microsoft Office| Excel| SQL| Tableau| Microsoft Access| T-SQL| Content Management Systems| Microsoft Word,Penobscot Community Health Care,17,3.5,30,ME,,Health Care
Operations Data Analyst,,TracyLocke,17,3.900000095,30,IL,"Less than 10,000",Consulting and Business Services
Business Data Analyst 1 (2018-077),R| Python,Astronics,17,3.099999905,27,WA,,
Grievance and Appeals Data Analyst,R| SQL| Data Analysis,Santa Clara Family Health Plan,17,3.900000095,30,CA,"Less than 10,000",Government
Data Analyst/Architect,,IMTAS,17,3.099999905,25,DC,,
Marketing Data Analyst,Marketing| HubSpot,Russian School of Mathematics,17,3.799999952,30,MA,,
Data Analyst/Architect,,IMTAS,17,3.099999905,30,DC,,
Data Analyst,Business Intelligence| Data Warehouse| OBIEE| Informatica| Oracle| SQL,PANGEATWO,17,4.099999905,2,AL,,
"Data Analyst, Impact and Performance Assessment",MySQL| SPSS| Scripting| R| SAS| Python| SQL| Tableau,UJA Federation of New York,17,3.799999952,30,NY,,
Data Analyst,Statistical Software| Hive| Quantitative Analysis| Data Mining| Machine Learning| Scripting| Hadoop| Perl| R| SAS| SQL| Python| Data Science| PHP,Wish,17,4,7,CA,"Less than 10,000",Internet and Software
Data Analyst,Statistical Software| Hive| Quantitative Analysis| Data Mining| Machine Learning| Scripting| Hadoop| Perl| R| SAS| SQL| Python| Data Science| PHP,Wish,17,4,30,CA,"Less than 10,000",Internet and Software
Data Analyst,Statistical Software| Hive| Quantitative Analysis| Data Mining| Machine Learning| Scripting| Hadoop| Perl| R| SAS| SQL| Python| Data Science| PHP,Wish,17,4,30,CA,"Less than 10,000",Internet and Software
Data Analyst,Microsoft SQL Server| Azure| SQL| T-SQL| Confluence| Jira| Data Mining| Oracle,Abacus Data Systems,17,2.900000095,30,CA,"Less than 10,000",Internet and Software
Data Analyst,Microsoft Powerpoint| SPSS| SQL| Excel| Microsoft Office,Germania Insurance,18,4.099999905,30,TX,,Insurance
Data Analyst,,Comprehensive Healthcare,18,4.199999809,19,WA,"Less than 10,000",Health Care
Data Analyst/Merchandising & Training,Microsoft Powerpoint| Microsoft Office| Tableau,American Merchandising Specialists,18,3.299999952,5,NJ,,
Analyst - Data Analytics,,The Situs Companies,18,3.099999905,30,USA,,
Data Analyst,Informatica| Data Analysis| Oracle| Jira| SQL,"Integral Consulting Services, Inc.",18,3.5,14,VA,"Less than 10,000",Government
Data Analyst (Journeyman),Hadoop| R| Oracle| SQL| Java| Data Warehouse| Python,"Integral Consulting Services, Inc.",18,3.5,1,MD,"Less than 10,000",Government
Data Analyst Developer,System Design| MCSA| Microsoft SQL Server| PowerShell| Power BI| Azure| SQL| Tableau| T-SQL| Data Warehouse| MCSE,Heartland Business Systems,18,2.799999952,30,WI,"Less than 10,000",Internet and Software
Senior Data Analyst,Data Mining| Machine Learning| R| SAS| Tableau| MATLAB| Python,ALC,18,3.299999952,30,NJ,,
Hadoop Developer/Admin/Data Analyst,Hadoop| R| Oracle| SQL| Java| Data Warehouse| Design Experience| NoSQL| Python,"Integral Consulting Services, Inc.",18,3.5,30,MD,"Less than 10,000",Government
"Manager, Analytics Consulting",Hadoop| R| SAS| Python| SQL| Tableau,Smith Hanley Associates,18,4.099999905,14,CA,"Less than 10,000",Consulting and Business Services
Data Analyst - eCommerce,SQL| Microsoft Access| Leadership Experience,The Wonderful Company LLC,19,3.200000048,19,CA,"Less than 10,000",Consumer Goods and Services
Medical Systems Data Analyst,Power BI| Crystal Reports| Microsoft Office| SQL| Tableau,Epic Care,19,2.5,26,CA,,
Pipeline Integrity Data Analyst,Microsoft Office| SharePoint,Hilcorp Energy Company,19,4.099999905,13,TX,"Less than 10,000",Agriculture and Extraction
Data Analyst III,Accounting| GAAP| IFRS| Excel,Virtus Partners,19,2.599999905,21,NY,,
Data Analyst,,Blade,20,5,12,CA,,
Data Analyst,Google Analytics| SQL,The Motley Fool,20,4.5,30,VA,"Less than 10,000","Media, News and Publishing"
Data Analyst,Data Mining| SQL| Tableau,Advanced ICU Care,20,2.599999905,14,MO,,
"System Analyst, Data & Analytics",Microsoft SQL Server| Software Development| Power BI| Oracle,Mississippi Lime Company,20,4,30,MO,,
"Data Analyst, Industry Insights",Time Management| Excel| SQL| Tableau,"TrueCar, Inc.",21,3.400000095,22,CA,,
DATA ANALYST - IHC,Statistical Software| Microsoft Powerpoint| Microsoft Office,Aultman Health Foundation,21,3.700000048,30,OH,,
IT Enterprise Data Analyst,Business Intelligence| Data Mining| Data Warehouse| R| SAS| Oracle| SQL,Citizens Energy Group,21,3.599999905,1,IN,,
Python Programmer & Data Analyst Administrator,Microsoft Powerpoint| Mac OS| Python| Microsoft Office| SQL| Tableau,"Nordic Naturals, Inc.",21,3.900000095,30,CA,,
Data Analyst,Business Analysis| Tableau,Dentsu Aegis Networks,21,3.900000095,30,NY,,
Data Analyst,Business Analysis| Tableau,MKTG,21,3.900000095,30,NY,,
Data Analyst,JavaScript| Time Management| Hadoop| Power BI| Scala| R| Kafka| SQL| Tableau| React| Spark| Python| Elasticsearch| AWS,Conversant Media,21,3.900000095,11,CA,,
"Performance and Data Analyst, Client Insights",Microsoft Powerpoint| R| SAS| Python| SQL| Tableau,"TrueCar, Inc.",21,3.400000095,7,TX,,
Senior Data Analyst,Hive| Microsoft Powerpoint| Google Analytics| R| SQL| Tableau| Spark| Python,"TrueCar, Inc.",21,3.400000095,30,CA,,
Business Intelligence Data Analyst,Salesforce CRM| Python| SQL| Tableau,Healthline Media,22,3.799999952,25,CA,"Less than 10,000",Computers and Electronics
Data Analyst,Microsoft SQL Server| Oracle| SQL| Tableau| QlikView| Data Analysis,Buchanan & Edwards,22,4,1,DC,"Less than 10,000",Government
Seinor Business Data Analyst,Project Management| Business Analysis,Northwest Farm Credit Services,22,4,1,WA,"Less than 10,000",Banks and Financial Services
Data Analyst/Tester,Business Intelligence| Software Testing| Jira| SQL,Buchanan & Edwards,22,4,30,DC,"Less than 10,000",Government
Data Analyst,Machine Learning| R| SQL| Predictive Analytics| Spark| Python,Reputation.com,22,3.5,30,CA,"Less than 10,000",
Data Analyst,SAS| Microsoft Office| SQL| Tableau| SPSS| Microsoft Windows Server| Business Analysis,Virbac Animal Health,22,3.599999905,30,TX,,
Systems/Data Analyst I,SQL,Canton-Potsdam Hospital,23,2.900000095,7,NY,,Health Care
Data Analyst,Salesforce CRM| R| SQL| Excel| Tableau,AppFolio,23,4,19,CA,"Less than 10,000",Internet and Software
Data Analyst,Data Mining| Scala| Azure| SQL| JSON| Tableau| Java| MySQL| S3| MongoDB| Data Analysis| NoSQL| Python| Elasticsearch| AWS,Spireon,23,3,30,CA,,
Data Analyst,Data Analysis| Oracle,Paradyme Management,23,3.900000095,22,DC,,
Data Analyst,Microsoft Powerpoint| Project Management| Statisical Analysis| SAS| Tableau,Major League Soccer,24,4.099999905,30,NY,,
